Номер кейса,Номер задачи,ID клиента,Пол,Канал обращения,Ответственный отдел,Категория услуг,Услуга,Программа,Дата и время создания (МСК),Что делали,Страна,Город,"""Технический кейс"""
14851,14851.17422,12584,Женский,Мессенджер,Путешествия,Информационная поддержка,Информационный запрос,VIP,30.08.2024 22:16,Инфо,Россия,Москва,0
13713,13713.16146,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,24.08.2024 11:06,Инфо,Россия,Москва,0
12732,12732.15055,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,18.08.2024 17:20,Бронирование/покупка,Россия,Москва,0
12630,12630.14941,12584,Женский,Мессенджер,Путешествия,Путешествия,Регистрация на рейс,VIP,17.08.2024 21:16,Инфо,Россия,Москва,0
12209,12209.14447,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,15.08.2024 14:39,Бронирование/покупка,Россия,Москва,0
12197,12197.14434,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,15.08.2024 14:01,Бронирование/покупка,Россия,Москва,0
11860,11860.14069,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,13.08.2024 16:12,Бронирование/покупка,Россия,Москва,0
11638,11638.13817,12584,Женский,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,12.08.2024 13:46,Инфо,Россия,Москва,0
10900,10900.12944,12584,Женский,Мессенджер,Путешествия,Размещение,Отели,VIP,07.08.2024 16:58,"Инфо, Снял запрос",Россия,Москва,0
10453,10453.12474,12584,Женский,Мессенджер,Лайфстайл,Гастро,Гастро,VIP,05.08.2024 13:13,Инфо,Россия,Москва,0
10366,10366.12358,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,04.08.2024 21:00,Бронирование/покупка,Россия,Москва,0
10202,10202.12165,12584,Женский,Чат,Лайфстайл,Гастро,Ресторан,VIP,03.08.2024 15:22,Бронирование/покупка,Россия,Москва,0
10036,10036.11973,12584,Женский,Мессенджер,Лайфстайл,Информационная поддержка,Информационный запрос,VIP,02.08.2024 17:05,Инфо,Россия,Москва,0
10036,10036.11974,12584,Женский,Мессенджер,Лайфстайл,Товары,Товары,VIP,02.08.2024 17:05,Инфо,Россия,Москва,0
8051,8051.9882,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,23.07.2024 14:23,Бронирование/покупка,Россия,Москва,0
8051,8051.9845,12584,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,23.07.2024 10:08,Инфо,Россия,Москва,0
7801,7801.9583,12584,Женский,Чат,Первая Линия,Информационная поддержка,Информационный запрос,VIP,21.07.2024 16:23,Инфо,Россия,Москва,0
4878,4878.6548,12584,Женский,Чат,Лайфстайл,Гастро,Ресторан,VIP,04.07.2024 20:45,Инфо,Россия,Москва,0
4238,4238.5782,12584,,Чат,Первая Линия,Информационная поддержка,Информационный запрос,VIP,25.06.2024 07:45,Инфо,Россия,Москва,0
4156,4156.5702,12584,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,VIP,24.06.2024 10:59,Инфо,Россия,Москва,0
4153,4153.5700,12584,,Чат,Первая Линия,Информационная поддержка,Консьерж программа,VIP,24.06.2024 10:45,Инфо,Россия,Москва,1
4147,4147.5695,12583,,Чат,Первая Линия,Информационная поддержка,Консьерж программа,,24.06.2024 10:02,Инфо,Не указан,Не указан,1
4152,4152.5699,12582,,Мессенджер,Первая Линия,Информационная поддержка,Предложения от КС,,24.06.2024 10:30,Инфо,Россия,Тюмень,0
4145,4145.5693,12580,,Чат,Первая Линия,Информационная поддержка,Консьерж программа,,24.06.2024 09:58,Инфо,Не указан,Не указан,1
4146,4146.5694,12577,,Телефон,Путешествия,Размещение,Отели,VIP,24.06.2024 10:00,Бронирование/покупка,Россия,Кемерово,0
4146,4146.5841,12577,,Телефон,Путешествия,Путешествия,Аренда транспорта без водителя,VIP,25.06.2024 18:43,"Инфо, Подборка",Россия,Кемерово,0
4146,4146.5844,12577,,Телефон,Путешествия,Путешествия,Авиа,VIP,25.06.2024 19:14,Инфо,Россия,Кемерово,0
4881,4881.6551,12577,Мужской,Мессенджер,Путешествия,Размещение,Отели,VIP,04.07.2024 21:19,Инфо,Россия,Кемерово,0
4146,4146.13440,12577,Мужской,Телефон,Путешествия,Путешествия,Трансфер,VIP,09.08.2024 23:21,"Инфо, Бронирование/покупка",Россия,Кемерово,0
4146,4146.13456,12577,Мужской,Телефон,Путешествия,Путешествия,Авиа,VIP,10.08.2024 04:50,"Инфо, Подборка",Россия,Кемерово,0
4146,4146.13457,12577,Мужской,Телефон,Путешествия,Размещение,Отели,VIP,10.08.2024 04:53,"Подборка, Бронирование/покупка",Россия,Кемерово,0
4146,4146.13458,12577,Мужской,Телефон,Путешествия,Путешествия,Трансфер,VIP,10.08.2024 04:57,Инфо,Россия,Кемерово,0
4146,4146.13459,12577,Мужской,Телефон,Путешествия,Путешествия,Трансфер,VIP,10.08.2024 05:00,Инфо,Россия,Кемерово,0
4146,4146.13460,12577,Мужской,Телефон,Путешествия,Путешествия,Авиа,VIP,10.08.2024 05:04,Инфо,Россия,Кемерово,0
4146,4146.13461,12577,Мужской,Телефон,Путешествия,Размещение,Отели,VIP,10.08.2024 05:06,"Подборка, Бронирование/покупка",Россия,Кемерово,0
4146,4146.13462,12577,Мужской,Телефон,Путешествия,Путешествия,Авиа,VIP,10.08.2024 05:12,Инфо,Россия,Кемерово,0
4146,4146.13633,12577,Мужской,Телефон,Путешествия,Путешествия,Авиа,VIP,11.08.2024 11:09,Инфо,Россия,Кемерово,0
4146,4146.14589,12577,Мужской,Телефон,Путешествия,Путешествия,Трансфер,VIP,16.08.2024 10:17,"Инфо, Бронирование/покупка",Россия,Кемерово,0
4146,4146.16249,12577,Мужской,Телефон,Путешествия,Путешествия,ВИП обслуживание в аэропорту,VIP,24.08.2024 20:25,Инфо,Россия,Кемерово,0
4146,4146.16250,12577,Мужской,Телефон,Путешествия,Путешествия,ВИП обслуживание в аэропорту,VIP,24.08.2024 20:28,Инфо,Россия,Кемерово,0
4146,4146.16251,12577,Мужской,Телефон,Путешествия,Путешествия,ВИП обслуживание в аэропорту,VIP,24.08.2024 20:31,Инфо,Россия,Кемерово,0
4146,4146.16252,12577,Мужской,Телефон,Путешествия,Путешествия,ВИП обслуживание в аэропорту,VIP,24.08.2024 20:32,Инфо,Россия,Кемерово,0
4146,4146.16253,12577,Мужской,Телефон,Путешествия,Путешествия,ВИП обслуживание в аэропорту,VIP,24.08.2024 20:33,Инфо,Россия,Кемерово,0
